Order Number             ,Transaction Date ,Order Charged Timestamp ,Transaction Type ,Device Model   ,Product Title                                    ,Product id                          ,Product Type ,Sku Id                 ,Currency of Sale ,Item Price ,Taxes Collected ,Amount (Buyer Currency) ,City of Buyer     ,State of Buyer  ,Buyer Postal Code ,Buyer Country ,Base Plan ID ,Offer ID ,Amount (Merchant Currency)
GPA.3343-4112-5826-01193 ,2021-11-01       ,             1635793625 ,Charged          ,judypn         ,Character Manager (Complete Reference for DnD 5) ,com.vansteinengroentjes.apps.ddfive ,inapp        ,unlockcharactermanager ,USD              ,      5.49 ,           0.38 ,                   5.87 ,LEEDS             ,ND              ,58346             ,US            ,             ,         ,        4.7996055
GPA.3397-2825-9429-70987 ,2021-11-01       ,             1635805062 ,Charged          ,merlinnfc      ,Character Manager (Complete Reference for DnD 5) ,com.vansteinengroentjes.apps.ddfive ,inapp        ,unlockcharactermanager ,EUR              ,      4.19 ,           0.8  ,                   4.99 ,                  ,                ,                  ,DE            ,             ,         ,        4.99
GPA.3331-1672-8520-93384 ,2021-11-01       ,             1635807251 ,Charged          ,ASUS_Z01QD_1   ,DM Tools (Complete Reference for DnD 5)          ,com.vansteinengroentjes.apps.ddfive ,inapp        ,premium                ,GBP              ,      2.16 ,           0.43 ,                   2.59 ,                  ,                ,                  ,GB            ,             ,         ,        3.0056950000000002
GPA.3316-0017-1728-82204 ,2021-11-01       ,             1635807270 ,Charged          ,ASUS_Z01QD_1   ,Character Manager (Complete Reference for DnD 5) ,com.vansteinengroentjes.apps.ddfive ,inapp        ,unlockcharactermanager ,GBP              ,      3.49 ,           0.7  ,                   4.19 ,                  ,                ,                  ,GB            ,             ,         ,        4.862495000000001
GPA.3304-8267-3965-87808 ,2021-11-02       ,             1635813878 ,Charged          ,acexlm         ,Character Manager (Complete Reference for DnD 5) ,com.vansteinengroentjes.apps.ddfive ,inapp        ,unlockcharactermanager ,USD              ,      5.49 ,           0.35 ,                   5.84 ,Meriden           ,CT              ,06451             ,US            ,             ,         ,        4.775075999999999
GPA.3386-5676-5771-00719 ,2021-11-02       ,             1635823619 ,Charged          ,sofiap         ,DM Tools (Complete Reference for DnD 5)          ,com.vansteinengroentjes.apps.ddfive ,inapp        ,premium                ,USD              ,      3.49 ,           0.29 ,                   3.78 ,BLUE MOUND        ,TX              ,76131             ,US            ,             ,         ,        3.0907169999999997
GPA.3317-3591-1997-45320 ,2021-11-02       ,             1635856536 ,Charged          ,c2q            ,Character Manager (Complete Reference for DnD 5) ,com.vansteinengroentjes.apps.ddfive ,inapp        ,unlockcharactermanager ,USD              ,      5.49 ,           0.52 ,                   6.01 ,LACEY             ,WA              ,98513             ,US            ,             ,         ,        4.9140765
GPA.3348-5523-5989-62135 ,2021-11-02       ,             1635874667 ,Charged          ,a51            ,Character Manager (Complete Reference for DnD 5) ,com.vansteinengroentjes.apps.ddfive ,inapp        ,unlockcharactermanager ,EUR              ,      4.02 ,           0.97 ,                   4.99 ,                  ,                ,                  ,FI            ,             ,         ,        4.99
GPA.3350-6668-3559-13793 ,2021-11-02       ,             1635876883 ,Charged          ,mh             ,DM Tools (Complete Reference for DnD 5)          ,com.vansteinengroentjes.apps.ddfive ,inapp        ,premium                ,MXN              ,     56.03 ,           8.97 ,                  65.00 ,                  ,                ,97173             ,MX            ,             ,         ,        2.700685
GPA.3379-3502-3121-09726 ,2021-11-02       ,             1635896042 ,Charged          ,a12u           ,Character Manager (Complete Reference for DnD 5) ,com.vansteinengroentjes.apps.ddfive ,inapp        ,unlockcharactermanager ,USD              ,      5.49 ,           0.38 ,                   5.87 ,COHASSET          ,MN              ,55721             ,US            ,             ,         ,        4.7996055
GPA.3359-2856-6128-63012 ,2021-11-03       ,             1635900432 ,Charged          ,beyond1        ,Character Manager (Complete Reference for DnD 5) ,com.vansteinengroentjes.apps.ddfive ,inapp        ,unlockcharactermanager ,MXN              ,     93.97 ,          15.03 ,                 109.00 ,                  ,                ,66070             ,MX            ,             ,         ,        4.528841
GPA.3399-5959-7681-41972 ,2021-11-03       ,             1635900814 ,Charged          ,minsk          ,Character Manager (Complete Reference for DnD 5) ,com.vansteinengroentjes.apps.ddfive ,inapp        ,unlockcharactermanager ,USD              ,      5.49 ,           0.38 ,                   5.87 ,Sylacauga         ,AL              ,35150             ,US            ,             ,         ,        4.7996055
GPA.3364-1684-3165-10024 ,2021-11-03       ,             1635951015 ,Charged          ,a71            ,Character Manager (Complete Reference for DnD 5) ,com.vansteinengroentjes.apps.ddfive ,inapp        ,unlockcharactermanager ,GBP              ,      3.49 ,           0.7  ,                   4.19 ,                  ,                ,                  ,GB            ,             ,         ,        4.862495000000001
GPA.3364-6120-2813-05559 ,2021-11-03       ,             1635963402 ,Charged          ,ASUS_I003_1    ,DM Tools (Complete Reference for DnD 5)          ,com.vansteinengroentjes.apps.ddfive ,inapp        ,premium                ,EUR              ,      2.43 ,           0.56 ,                   2.99 ,                  ,                ,                  ,PT            ,             ,         ,        2.99
GPA.3376-6506-8586-67053 ,2021-11-03       ,             1635979657 ,Charged          ,ASUS_P028_1    ,Character Manager (Complete Reference for DnD 5) ,com.vansteinengroentjes.apps.ddfive ,inapp        ,unlockcharactermanager ,USD              ,      5.49 ,           0.51 ,                   6.00 ,FONTANA           ,KS              ,66071             ,US            ,             ,         ,        4.9059
GPA.3393-9360-2205-19227 ,2021-11-03       ,             1635979700 ,Charged          ,ASUS_P028_1    ,DM Tools (Complete Reference for DnD 5)          ,com.vansteinengroentjes.apps.ddfive ,inapp        ,premium                ,USD              ,      3.49 ,           0.33 ,                   3.82 ,FONTANA           ,KS              ,66071             ,US            ,             ,         ,        3.123423
GPA.3378-0271-9744-86171 ,2021-11-04       ,             1636022111 ,Charged          ,HWELE          ,Character Manager (Complete Reference for DnD 5) ,com.vansteinengroentjes.apps.ddfive ,inapp        ,unlockcharactermanager ,GBP              ,      3.49 ,           0.7  ,                   4.19 ,                  ,                ,                  ,GB            ,             ,         ,        4.862495000000001
GPA.3347-8520-2543-83711 ,2021-11-04       ,             1636051310 ,Charged          ,OnePlus8       ,Character Manager (Complete Reference for DnD 5) ,com.vansteinengroentjes.apps.ddfive ,inapp        ,unlockcharactermanager ,USD              ,      5.49 ,           0.36 ,                   5.85 ,Kearny            ,NJ              ,07032             ,US            ,             ,         ,        4.7832525
GPA.3300-4453-2226-47130 ,2021-11-05       ,             1636075984 ,Charged          ,flame          ,Character Manager (Complete Reference for DnD 5) ,com.vansteinengroentjes.apps.ddfive ,inapp        ,unlockcharactermanager ,USD              ,      5.49 ,           0.34 ,                   5.83 ,Springfield       ,MA              ,01103             ,US            ,             ,         ,        4.7668995
GPA.3304-3815-7381-97171 ,2021-11-05       ,             1636076010 ,Charged          ,flame          ,DM Tools (Complete Reference for DnD 5)          ,com.vansteinengroentjes.apps.ddfive ,inapp        ,premium                ,USD              ,      3.49 ,           0.22 ,                   3.71 ,Springfield       ,MA              ,01103             ,US            ,             ,         ,        3.0334814999999997
GPA.3367-8969-3867-49678 ,2021-11-05       ,             1636083307 ,Charged          ,crosshatch     ,DM Tools (Complete Reference for DnD 5)          ,com.vansteinengroentjes.apps.ddfive ,inapp        ,premium                ,USD              ,      3.49 ,           0.26 ,                   3.75 ,UNINCORPORATED    ,MN              ,55387             ,US            ,             ,         ,        3.0661875
GPA.3336-1778-3503-48217 ,2021-11-05       ,             1636105436 ,Charged          ,H8416          ,Character Manager (Complete Reference for DnD 5) ,com.vansteinengroentjes.apps.ddfive ,inapp        ,unlockcharactermanager ,GBP              ,      3.49 ,           0.7  ,                   4.19 ,                  ,                ,                  ,GB            ,             ,         ,        4.862495000000001
GPA.3300-2500-1717-80501 ,2021-11-05       ,             1636116134 ,Charged          ,d2q            ,Character Manager (Complete Reference for DnD 5) ,com.vansteinengroentjes.apps.ddfive ,inapp        ,unlockcharactermanager ,USD              ,      5.49 ,           0.0  ,                   5.49 ,Fort Collins      ,CO              ,80525             ,US            ,             ,         ,        4.4888985
GPA.3338-2452-0999-31532 ,2021-11-05       ,             1636150292 ,Charged          ,minsk          ,DM Tools (Complete Reference for DnD 5)          ,com.vansteinengroentjes.apps.ddfive ,inapp        ,premium                ,USD              ,      3.49 ,           0.25 ,                   3.74 ,ANOKA             ,MN              ,55303             ,US            ,             ,         ,        3.058011
GPA.3387-2051-6672-38201 ,2021-11-05       ,             1636150758 ,Charged          ,gta4xlwifi     ,Character Manager (Complete Reference for DnD 5) ,com.vansteinengroentjes.apps.ddfive ,inapp        ,unlockcharactermanager ,USD              ,      5.49 ,           0.45 ,                   5.94 ,BEAUMONT          ,TX              ,77707             ,US            ,             ,         ,        4.856841
GPA.3371-8250-3645-41730 ,2021-11-05       ,             1636156654 ,Charged          ,c1q            ,DM Tools (Complete Reference for DnD 5)          ,com.vansteinengroentjes.apps.ddfive ,inapp        ,premium                ,USD              ,      3.49 ,           0.24 ,                   3.73 ,OSGOOD            ,IN              ,47037             ,US            ,             ,         ,        3.0498345
GPA.3379-8679-8679-34724 ,2021-11-06       ,             1636159237 ,Charged          ,b2q            ,DM Tools (Complete Reference for DnD 5)          ,com.vansteinengroentjes.apps.ddfive ,inapp        ,premium                ,GBP              ,      2.16 ,           0.43 ,                   2.59 ,                  ,                ,                  ,GB            ,             ,         ,        3.0056950000000002
GPA.3349-0871-8571-68988 ,2021-11-06       ,             1636160120 ,Charged          ,c1q            ,Character Manager (Complete Reference for DnD 5) ,com.vansteinengroentjes.apps.ddfive ,inapp        ,unlockcharactermanager ,USD              ,      5.49 ,           0.38 ,                   5.87 ,OSGOOD            ,IN              ,47037             ,US            ,             ,         ,        4.7996055
GPA.3303-1485-0483-21032 ,2021-11-06       ,             1636193629 ,Charged          ,d1q            ,Character Manager (Complete Reference for DnD 5) ,com.vansteinengroentjes.apps.ddfive ,inapp        ,unlockcharactermanager ,USD              ,      5.49 ,           0.0  ,                   5.49 ,RENO              ,NV              ,89509             ,US            ,             ,         ,        4.4888985
GPA.3360-8265-5840-31719 ,2021-11-06       ,             1636203486 ,Charged          ,beyond1        ,Character Manager (Complete Reference for DnD 5) ,com.vansteinengroentjes.apps.ddfive ,inapp        ,unlockcharactermanager ,GBP              ,      3.49 ,           0.7  ,                   4.19 ,                  ,                ,                  ,GB            ,             ,         ,        4.862495000000001
GPA.3376-3079-0739-93031 ,2021-11-06       ,             1636203510 ,Charged          ,beyond1        ,DM Tools (Complete Reference for DnD 5)          ,com.vansteinengroentjes.apps.ddfive ,inapp        ,premium                ,GBP              ,      2.16 ,           0.43 ,                   2.59 ,                  ,                ,                  ,GB            ,             ,         ,        3.0056950000000002
GPA.3308-2069-6584-89515 ,2021-11-06       ,             1636203569 ,Charged          ,crownlte       ,DM Tools (Complete Reference for DnD 5)          ,com.vansteinengroentjes.apps.ddfive ,inapp        ,premium                ,GBP              ,      2.16 ,           0.43 ,                   2.59 ,                  ,                ,                  ,GB            ,             ,         ,        3.0056950000000002
GPA.3345-0213-2907-64718 ,2021-11-06       ,             1636203581 ,Charged          ,crownlte       ,Character Manager (Complete Reference for DnD 5) ,com.vansteinengroentjes.apps.ddfive ,inapp        ,unlockcharactermanager ,GBP              ,      3.49 ,           0.7  ,                   4.19 ,                  ,                ,                  ,GB            ,             ,         ,        4.862495000000001
GPA.3397-1209-0209-21721 ,2021-11-06       ,             1636218011 ,Charged          ,d2q            ,Character Manager (Complete Reference for DnD 5) ,com.vansteinengroentjes.apps.ddfive ,inapp        ,unlockcharactermanager ,USD              ,      5.49 ,           0.0  ,                   5.49 ,COLUMBUS          ,GA              ,31903             ,US            ,             ,         ,        4.4888985
GPA.3389-5621-5425-08565 ,2021-11-06       ,             1636218022 ,Charged          ,d2q            ,DM Tools (Complete Reference for DnD 5)          ,com.vansteinengroentjes.apps.ddfive ,inapp        ,premium                ,USD              ,      3.49 ,           0.0  ,                   3.49 ,COLUMBUS          ,GA              ,31903             ,US            ,             ,         ,        2.8535985
GPA.3331-4516-6109-46087 ,2021-11-06       ,             1636221739 ,Charged          ,crownqltesq    ,DM Tools (Complete Reference for DnD 5)          ,com.vansteinengroentjes.apps.ddfive ,inapp        ,premium                ,USD              ,      3.49 ,           0.35 ,                   3.84 ,Gardendale        ,AL              ,35071             ,US            ,             ,         ,        3.139776
GPA.3323-0462-6948-95472 ,2021-11-06       ,             1636223774 ,Charged          ,j7topeltevzw   ,DM Tools (Complete Reference for DnD 5)          ,com.vansteinengroentjes.apps.ddfive ,inapp        ,premium                ,USD              ,      3.49 ,           0.0  ,                   3.49 ,HOT SPRINGS       ,AR              ,71913             ,US            ,             ,         ,        2.8535985
GPA.3346-0431-0750-77587 ,2021-11-06       ,             1636235275 ,Charged          ,a52xq          ,DM Tools (Complete Reference for DnD 5)          ,com.vansteinengroentjes.apps.ddfive ,inapp        ,premium                ,USD              ,      3.49 ,           0.31 ,                   3.80 ,Lackawanna        ,NY              ,14218             ,US            ,             ,         ,        3.1070699999999998
GPA.3318-9178-5563-48902 ,2021-11-06       ,             1636235352 ,Charged          ,a52xq          ,Character Manager (Complete Reference for DnD 5) ,com.vansteinengroentjes.apps.ddfive ,inapp        ,unlockcharactermanager ,USD              ,      5.49 ,           0.48 ,                   5.97 ,Lackawanna        ,NY              ,14218             ,US            ,             ,         ,        4.8813705
GPA.3327-4290-0824-80732 ,2021-11-06       ,             1636238351 ,Charged          ,r8q            ,Character Manager (Complete Reference for DnD 5) ,com.vansteinengroentjes.apps.ddfive ,inapp        ,unlockcharactermanager ,USD              ,      5.49 ,           0.0  ,                   5.49 ,Bella Vista       ,AR              ,72714             ,US            ,             ,         ,        4.4888985
GPA.3301-7774-9739-62502 ,2021-11-07       ,             1636243410 ,Charged          ,a41            ,Character Manager (Complete Reference for DnD 5) ,com.vansteinengroentjes.apps.ddfive ,inapp        ,unlockcharactermanager ,EUR              ,      4.19 ,           0.8  ,                   4.99 ,                  ,                ,                  ,DE            ,             ,         ,        4.99
GPA.3380-3805-0825-10762 ,2021-11-07       ,             1636246124 ,Charged          ,j7popltevzw    ,Character Manager (Complete Reference for DnD 5) ,com.vansteinengroentjes.apps.ddfive ,inapp        ,unlockcharactermanager ,USD              ,      5.49 ,           0.44 ,                   5.93 ,LEWISTON          ,NY              ,14092             ,US            ,             ,         ,        4.8486645
GPA.3330-2791-0240-69697 ,2021-11-07       ,             1636246147 ,Charged          ,j7popltevzw    ,DM Tools (Complete Reference for DnD 5)          ,com.vansteinengroentjes.apps.ddfive ,inapp        ,premium                ,USD              ,      3.49 ,           0.28 ,                   3.77 ,LEWISTON          ,NY              ,14092             ,US            ,             ,         ,        3.0825405
GPA.3329-8362-4231-98971 ,2021-11-07       ,             1636246693 ,Charged          ,P10000_Pro     ,Character Manager (Complete Reference for DnD 5) ,com.vansteinengroentjes.apps.ddfive ,inapp        ,unlockcharactermanager ,ZAR              ,     70.43 ,          10.56 ,                  80.99 ,Alberton          ,                ,1961              ,ZA            ,             ,         ,        4.80052027
GPA.3373-5391-3216-50111 ,2021-11-07       ,             1636255657 ,Charged          ,p3q            ,Character Manager (Complete Reference for DnD 5) ,com.vansteinengroentjes.apps.ddfive ,inapp        ,unlockcharactermanager ,USD              ,      5.49 ,           0.0  ,                   5.49 ,STRASBURG         ,MO              ,64090             ,US            ,             ,         ,        4.4888985
GPA.3361-0655-7413-63408 ,2021-11-07       ,             1636288582 ,Charged          ,DRD_sprout     ,Character Manager (Complete Reference for DnD 5) ,com.vansteinengroentjes.apps.ddfive ,inapp        ,unlockcharactermanager ,EUR              ,      4.12 ,           0.87 ,                   4.99 ,                  ,                ,                  ,BE            ,             ,         ,        4.99
GPA.3357-2509-5925-34870 ,2021-11-07       ,             1636312335 ,Charged          ,HWMAR          ,Character Manager (Complete Reference for DnD 5) ,com.vansteinengroentjes.apps.ddfive ,inapp        ,unlockcharactermanager ,EUR              ,      2.19 ,           0.8  ,                   2.99 ,                  ,                ,                  ,DE            ,             ,         ,        2.99
GPA.3372-8319-1387-64750 ,2021-11-07       ,             1636320049 ,Charged          ,coral          ,Character Manager (Complete Reference for DnD 5) ,com.vansteinengroentjes.apps.ddfive ,inapp        ,unlockcharactermanager ,USD              ,      5.49 ,           0.0  ,                   5.49 ,MARIETTA          ,GA              ,30008             ,US            ,             ,         ,        4.4888985
GPA.3308-2622-4795-69721 ,2021-11-08       ,             1636345920 ,Charged          ,a51            ,DM Tools (Complete Reference for DnD 5)          ,com.vansteinengroentjes.apps.ddfive ,inapp        ,premium                ,BRL              ,     12.99 ,           0.0  ,                  12.99 ,Rio de Janeiro    ,RJ              ,22763-050         ,BR            ,             ,         ,        2.2050525000000003
GPA.3349-3636-0570-82229 ,2021-11-08       ,             1636345963 ,Charged          ,a51            ,Character Manager (Complete Reference for DnD 5) ,com.vansteinengroentjes.apps.ddfive ,inapp        ,unlockcharactermanager ,BRL              ,     20.99 ,           0.0  ,                  20.99 ,Rio de Janeiro    ,RJ              ,22763-050         ,BR            ,             ,         ,        3.5630525
